,BL21.1,BL21.2,HS.1,HS.2,CFT073.1,CFT073.2,W3110.1,W3110.2,O157.1,O157.2,Crooks.1,Crooks.2,control__wt_glc__1,control__wt_glc__2,BW25113.1,BW25113.2
b1078,9.74961664533803,9.632055280463971,10.8431488269241,10.794255626124698,3.4081276927348,3.3276021161658798,2.72120827685212,2.6305836873533504,1.9763979193135,1.6498474966060799,9.70096359534235,9.85366319624748,4.56852966786999,4.36135496826686,3.89126640923682,3.81188286235976
b1079,7.54897258964447,7.4631291809183296,8.80852014958152,8.88203786986838,0.909769844533823,1.4261642751153898,1.3329405085416202,1.5208908357624098,1.0675948045788801,1.42032209423272,7.44519041137925,7.56789866063168,3.1029957213872703,2.6949137648891903,2.86107585769783,2.8929907816101004
b1080,7.284362591917139,7.33112243189898,8.702605880357991,8.731309182015739,2.31877228099536,2.4267742851890297,1.3626430636162201,1.1311034480111102,1.03317928211248,1.33607920794163,7.353170756974619,7.4078706333795,2.74179697635208,2.73702805844241,3.2003253663320694,2.9792767196449796
b1081,7.25942319721559,7.220345886520571,8.47073400566301,8.58350578373535,2.50585627973698,2.49772014297866,1.70245530019685,1.1591270688648,1.5515962632907598,2.06998953524255,7.391979546090631,7.468824633672531,2.65629738877969,2.71992148957148,3.01772663623944,3.0659789923984104
b1082,6.89233414543715,6.9323574046909,8.20221875733246,8.19641530863331,2.9936783900950403,2.9930774066511803,2.13457331940071,2.15212153286742,1.90210856638528,2.12443888169807,7.16236401458261,7.156732392046259,3.13611754084212,3.5577240720938503,3.76864666803505,3.5165305626787102
b1083,7.09056553221613,6.9200363245612895,8.48928499145198,8.51508056560287,3.8562279647935997,3.5719100827154,3.69663294532341,3.38367048665432,3.8328348505770404,3.85915318905693,7.6712600683399295,7.71686772604391,4.55989799860283,4.61926901364642,4.8478515006599805,4.2793533997790005
b1101,11.398192360417301,11.2392742674089,10.564573512045301,10.5259835754522,10.4318234593232,10.351437875998501,10.113942304766999,10.0620824354556,10.9518588494365,11.0150015582685,11.3111636432602,11.3295341518887,11.1287499976029,11.2444180269801,10.6675631543231,10.6955195910353
b1102,9.107848272079801,9.13319675295378,8.55355003200927,8.49137757300991,5.03566640909884,5.1194812725089,3.6937882983404906,3.6405147315355295,5.84200667512936,5.871845236840559,4.93630297501647,4.98689866033096,4.69077155142224,4.90026861834184,4.19207707792131,4.08430802065311
b1109,7.58569909243307,7.457158533749631,5.40800127278726,5.5929219967657495,6.270353669349929,6.19685955791133,7.375744880060519,7.485911419576549,5.27758791258186,5.44589395240768,6.586241141405469,6.57550382538792,7.02257147874084,7.1257801983085,7.659229602077461,7.84130939632388
b1110,3.7845723022208704,3.7410327460955095,3.6900782541895896,3.0046360967147203,3.75079927406615,4.05358561292785,2.22870123731422,3.2638086451096897,5.99088644179465,6.18214534853265,3.23822296963855,3.04333392391241,3.43606900475776,2.8477486543980097,4.3363433830705,4.14033750590471
b1131,8.985699795999992,9.056335749815949,9.13135817021806,8.98064156626526,9.22287643459091,9.209056874081199,9.41610795038996,9.473195586901289,9.07530456033249,9.00140049549419,9.08380437778837,9.118442646853651,9.810653817812039,9.946010633583471,8.922991843453929,8.94702834547928
b1187,7.37465922572281,7.428021955132519,7.4442634014537195,7.427670286504691,7.0220413423151395,7.0708383633190595,7.231972770694161,7.17590873924574,6.830115451715421,7.05345936738129,7.33754924818282,7.34039150830566,7.25096070359761,7.064926025088139,7.626288998306769,7.54540831808161
b1188,5.28160026570309,5.32685790008159,4.04870355931439,3.9790292235889604,2.31917532930944,2.78534924400938,2.7473170867491206,2.2879704107162,2.08682854731999,1.8563219959516901,3.9546337282866504,3.91412466428896,7.43630869080876,7.530972563808559,6.7667855351264405,6.825253890222549
b1189,5.5519344789079,5.69341628023109,5.2272538569448,5.318692579878849,6.41984502657331,6.3081378657035705,6.5146324240324995,6.55298276832927,4.61398363105636,4.67124495592994,5.84832712969167,5.781616603181259,6.02692693335922,6.15012814098024,6.62181953263779,6.716346142905111
b1190,5.52695098872233,5.587221475608589,4.74260879466257,4.72696126644941,6.00935057650126,5.97425710874718,6.31425968653995,6.1041835666149105,4.2182886261875705,4.34923646667976,5.62080606785783,5.71389234513697,5.538912824700769,5.747765404671201,6.11843929433313,6.19969834208457
b1195,2.8195268714204595,3.15520464178745,3.66503876676263,3.0354585241185297,1.8965417522446697,2.9630275225041403,2.3685657970749703,3.33790212969197,0.8082109146883442,0.7281322783389309,2.13844809898309,2.68779167729304,4.66805257354154,3.9973931429011804,4.5572049953268,4.5951109462644695
b1197,4.51726739352947,4.54494713493238,3.4561015207140695,3.58826914329184,4.24895311030754,4.28805189443963,2.6227804564572,3.06258275493657,0.7844618652106551,0.850984504164258,3.8997230449204303,3.79246801418918,5.526051603438469,5.9845095059594,4.598908821367651,4.81178373268251
b1198,6.47190107825032,6.4144017943773,6.21904728686344,6.10412444054479,6.05992753388075,6.009155445783549,6.77613553177073,6.836476482581889,3.8908238629279603,3.9330919944582403,6.3700461479236905,6.543871361776169,7.60371051324903,7.64666634787269,7.01595323646676,6.8732773182482
b1199,5.78205311831048,5.82665051135265,5.788071390611679,5.938332415370571,5.299637708170599,5.553405846569119,6.16323417687393,6.23068527949182,3.09824734789869,3.6290016575374597,6.112674068942961,6.01770104793336,6.60945233554695,6.7887872631194295,6.328637129721531,6.316779966174769
b1200,6.63225759308892,6.65365871430407,6.57439050835117,6.383764995061519,5.48799505200654,5.719788971635981,6.909618989750809,6.960213959842241,3.2739198520896204,3.37552246081752,7.00910771388311,7.05993050736821,7.39314055967589,7.61029438930656,6.889616040268169,6.91212758884583
b1205,6.6902750855157995,6.83216288739638,7.00036787295128,7.0839184554368195,6.166680231097651,5.4114743088514805,5.573623159145759,5.2851997772674695,6.10042405101534,6.51732483585045,7.2936721842542305,7.18713461203479,4.90824967820899,4.30894550479218,4.899881127956441,5.31159818608075
b1216,6.93482041733219,6.96162086900813,6.84486079935792,6.8502581844916,7.30367255174696,7.186212109077389,6.86115021494017,6.92538650334551,7.09463825038537,7.20381806861287,6.50066910221166,6.55555065701018,7.054304344499901,7.307185497667629,7.01107769836534,7.06888629782269
b1218,6.0586452037629295,6.053006143201669,5.23822325269892,5.03334176630534,5.8256310087976395,5.82660452514171,5.777999293704901,5.71264790468501,5.50586394835554,5.86406415759431,5.47794527770344,5.44591054022861,5.5742573738516406,5.771158949694001,6.30065002485023,6.304802057895629
b1223,1.07724480118524,0.7860862671953299,1.59831273675593,1.63694673693223,2.23346236888969,2.3486185382862,1.0348647908242201,1.17109616312925,0.632575368190955,0.6792560625800159,0.553389554842283,1.12330171149565,1.0854807545601801,1.24833201842461,1.11102045746749,1.3035003900581001
b1224,1.90738625303004,1.76139399409073,2.07904329562416,2.12659895145,1.44239074795449,1.3610236054903302,2.33389568404154,2.2038363397790697,1.51957470978494,1.43247681230425,1.86248995210345,1.85951203629621,2.7390421663233595,2.72871716296546,3.1115644292691202,3.01789369477002
b1225,3.1094007372135497,2.97812034107139,2.70101188481305,2.33788540892369,2.2543127767437,1.94023390919846,2.38575427294439,2.56229056268242,3.6805386540964102,3.29437515698371,2.51653937729967,2.6242080068666,2.78384486202638,2.9715781960547,3.32101028195693,3.4367038735463
b1226,2.0660256538513897,2.53268525638781,2.3759519746738795,2.45295514859913,2.10742032228946,1.64063960547155,1.61050397122951,1.9483419162855602,2.58090696340549,2.73353385649896,2.3558604641242598,2.34537534324585,2.54341735886414,2.33260902305486,2.7731019429467403,2.9808061231597502
b1227,2.7918667798099905,2.8348891294263,3.84955680560395,4.1231839363708,3.4032514408395698,3.4264528618956103,2.46017967278564,2.66776122053456,4.73137663294826,4.669265190435031,2.8558390281522796,2.63486499687694,2.89639046340207,3.9175475756239404,2.83175243318219,3.32720933944193
b1241,9.637119184214571,9.65828093235235,9.23202808810498,9.152208236912609,9.4228964583944,9.44399255372463,8.501848902960768,8.52331477404799,8.82787115893332,8.76475978722379,9.078467217825901,9.1008561618828,10.1989690904065,10.327192709549099,8.853312900728751,8.83427050877841
b1243,9.147789406822119,9.10219731093243,8.75095209288414,8.62241308488924,8.55360057286536,8.68662897513347,10.242659336249801,10.2820334483651,8.22706361152818,8.09918885499336,9.45384810947705,9.47280068369567,10.446866397739699,10.5909368664339,9.182368883852801,9.226253587321331
b1244,5.3271616988414,5.524359984838691,5.635136641597789,5.51248739636114,6.00033682940195,5.99150627716547,6.81257808809746,6.78893439852507,5.42641046374748,5.53733658693038,6.4168671632549295,6.383342585113519,7.11890911001986,7.33590751389237,5.92688413011925,5.9594436539216105
b1245,5.815072133088031,5.6896258217204,6.01866847228462,6.18509202553038,6.2059377147373,5.991469567554231,7.2820684806684195,7.209153127199089,5.59860170842538,5.82786783494019,6.788434954900071,6.77368206069245,7.51896282430065,7.61315600893642,6.347176075375299,6.4480285119454095
b1246,6.0469417593197,6.071544781269491,6.11922362231556,6.06130948591675,6.311576836815879,6.39264432893946,6.80574850267995,7.01951456339066,5.6277622136502305,5.78531454618642,6.9443773637833,6.944888791193531,7.3072834040943,7.2924007544018306,6.906210882922321,6.76829005006645
b1247,6.4014606503490805,6.39491443113226,6.715356095561,6.6648311628613,6.59971321951583,6.640199165453169,7.43981575137862,7.57198970832945,6.212877140987639,6.35967933669091,7.191425562052371,7.204815473164969,7.880284609979769,8.04629875377616,7.2236216383069,7.20541839565506
b1252,9.377464430428152,9.404685365680901,9.142436213007949,9.173414158022231,9.134545825295499,9.094094212717142,7.65652208812001,7.65588747924869,9.05543082980016,9.108031632396509,8.062699109782221,8.051020859268549,7.80085898724457,7.879916420959519,8.406890281340571,8.46485202159465
b1256,2.76623076078046,2.94608719177055,2.6214830459917997,2.3282649203001,3.1849765879441,3.16690845784785,3.37122764599694,3.67997950011762,4.11599544716998,4.53254261902252,4.72583402160243,4.81011890511824,3.82663255023928,3.77878132029483,2.7593516917747003,2.94694459857126
b1258,4.7050845912227,4.62345453597671,3.1919643379784,3.1797057710750596,1.80313594108131,2.2881620775699703,1.86766972239998,0.367196854296351,2.80543473554341,3.00658634847657,3.10056140268429,3.3315859752717696,4.91974393424349,4.79292576314305,3.9740422967427795,3.53520568443181
b1260,11.237345383598198,11.255546228081998,10.619414311764698,10.5895436526578,9.78507793058458,9.67886307899465,8.593873843330481,8.56283477531634,9.326947692511439,9.590633888062552,9.779416357420171,9.76523739782294,9.341328365534029,9.434099629594481,8.4171227845387,8.3721523921468
b1261,10.8306399084847,10.757117202142402,9.8798950179527,9.964834693898721,9.888216988747619,9.838461543397448,8.09702977145381,8.23027048145731,9.23037306484515,9.388754914925329,9.310601721201051,9.301433603983188,8.968430360168579,9.0880453946341,8.040691301967419,8.12654419182441
b1263,10.2611829863884,10.280021046135,9.978504816965929,9.95033813120148,9.216767693918179,9.13768090050759,7.39161604062925,7.60987187479383,8.68688197962535,8.83890279693405,8.83182563558812,8.83965419620098,8.53209809472646,8.7145159270974,7.7153111112821104,7.70196173478837
b1264,10.7298725877439,10.6651985549894,10.7116622816374,10.6212087615871,9.62460388969238,9.56092933500878,8.20335890405473,8.32670323843943,9.205477362237302,9.2299459885804,9.50820434496454,9.60341856575809,9.26404661815678,9.33218540862986,8.06766261587724,8.11815154241678
b1277,7.3073213356196,7.48447911415894,7.409643055636719,7.400380160410349,7.30902736160823,7.272266813147321,7.3678926590255704,7.278942508900031,7.31559793598385,7.1561259946229505,7.36538840741425,7.504858316779929,7.55002008887427,7.830292412164299,7.6029124371824,7.5618342475953195
b1283,5.66839918767897,5.79899856634277,6.06350693362839,6.06484136606253,7.749233600566231,7.973267697293299,6.55979241549344,6.4462377307279,8.57352965991864,8.60197803356833,5.41290768964661,5.24320863135941,5.13352850320325,4.3644709302912,6.02247300669545,5.72961245391507
b1285,4.74855403555349,4.657873909732411,5.3050465789910595,5.2113889328926595,2.88702900264026,2.6397118128286,3.9913562374211202,4.08854865414741,5.6572714596677995,5.5387809447574,3.93118262631102,4.06122948823836,6.19094189444789,6.42000842761801,5.7448768923173095,5.67896879368851
b1287,7.34954109421888,7.3057849299807405,6.648861540621481,6.77454142753129,7.36640605121115,7.33277617319885,6.85903978751725,6.8875912691348695,7.245714419887499,7.25291102920228,7.30840931181676,7.34062385479311,7.2705169617634,7.2241725244587895,6.8389013692544,6.791595062480731
b1321,5.51956361302493,5.59496889291629,5.920436262056321,6.11442803700524,4.74537566131309,4.73395072887046,5.31246478399188,5.09755980035837,5.5364525844503705,5.60108453141458,5.5187044837035595,5.44934382441851,4.8207606063847805,4.89554923267804,5.590672703416669,5.61761934566908
b1322,5.321633084285191,5.306435598913019,5.80561542095404,5.81839174198474,4.13276310812438,4.3014217858148305,4.98854008303586,4.76834368356869,5.14010318255395,5.34778617975416,5.24689047943263,5.078685727713389,4.73256125711381,5.0244875627217995,5.30146333152115,5.208687257113071
b1332,7.77999969723979,7.809052938276481,7.84647323418791,7.898768794536671,9.42244656012566,9.548263440094331,9.35401059208181,9.06375199989868,8.89054089998876,8.66263100479817,7.9772069830418495,8.08981562229229,9.52604550365257,9.01936738157493,10.0855477226714,10.0487407475713
b1341,5.780536729247769,5.65463198815446,3.8298730794072204,3.91676620410788,3.00649239330903,3.1757270234160098,3.59553570049707,3.46081555212779,2.38441597125416,2.9265709960542594,4.9944632419207196,4.9294980257991705,6.76711984230113,6.782573677700981,5.8453213479944095,5.95406542348683
b1343,4.882078181373769,5.03703275840846,4.54663178413805,4.54026506700275,4.2679576303902795,4.28707915106308,4.4053522550643205,4.39782053886034,5.229543457087019,5.00856728474569,4.7364035332445305,4.719575317815299,5.33386367317307,5.3101391699799505,4.89276499055127,5.03049342644605
b1344,7.172798605966671,7.301467793126809,7.5962708676808,7.528071405842941,6.4996613680628,6.797134658131549,6.943690980577131,6.89369164681487,6.500114065081919,6.26701572604667,7.463094828329299,7.456005561988469,7.4524912397403895,7.44987080143561,7.0477611438607095,7.02241827690701
b1376,8.55766469761597,8.55103567414197,8.105127872356201,8.11811619051578,6.812204582749111,6.823700860593459,7.625786974841991,7.60448614305434,8.10131438722843,7.91832877803465,9.07372919407296,9.12699791954034,7.88371942266281,7.771898076123639,8.00702719848475,7.803201625829871
b1377,1.82513980960558,1.9179073442871397,1.8029217851155799,1.6090579881979599,2.82499752740618,2.9584132763820294,1.6888410824138302,1.4139662980418402,2.4464881978348196,2.25683344729644,2.0553493911783,2.0015856911713,1.2492306379703302,1.82071352705414,1.15074322688735,1.2878395790564798
b1379,4.23088211781294,4.63448226243245,4.77202381447722,4.903635696585289,5.04842806470609,5.12625531523053,4.11415544736237,4.43278851092726,6.75892469821887,6.72082831788355,3.9167876498030902,4.3497963870565295,5.42712659637995,5.02843979405926,5.70531652738914,5.63577186073783
b1380,4.66967605915984,4.54104929596604,3.96102088901377,4.25160946858531,5.802721094865191,5.793290991811251,4.01352520803144,4.03573551671785,4.28350789720772,4.24216449783855,3.8556095575854505,4.26503825280412,4.4475648145968,4.538390413776071,4.67004617384753,4.710353508590611
b1381,4.917655521914121,4.96889143954441,5.02952846227651,5.256449864988469,5.681580568397489,5.58334228746323,4.83556184915916,4.7231267501294605,5.27239944951212,5.38670270248793,4.832205829632589,5.03707343455727,5.01119960732176,5.17757796038846,5.407012735186809,5.40710222243356
b1406,4.07191240692586,4.030549872476859,4.65676897010555,4.57802190944435,3.3375612354577595,3.45543238421727,3.7201748125493403,3.87391708729029,3.07920861345762,2.99991779819323,4.84373810083558,4.75952741827644,5.985895979503971,6.00804842062022,5.06189889422656,5.25746302182471
b1410,2.47776323194354,2.34674346334475,2.21953424474564,2.44768259223746,2.10477102896962,1.9680856723391398,2.6345433276112997,2.40469454469773,2.21706261134,2.26573839512268,2.09425209114285,2.2856928537707404,2.92137862411548,3.1970326843733297,3.32984051134136,3.2283408304706698
b1411,2.69976475389543,2.64708747297143,2.2509259437609903,2.54280578564011,2.72992242185899,2.49874327736985,2.97784011989296,3.1657098225073397,1.5847581123611798,1.94424299718722,2.42358600398227,2.67027085955973,3.24115488041169,2.9381188462359797,3.63424071018848,3.61144184100559
b1412,6.68156732696032,6.71990350031409,6.6859561645037004,6.568465861386441,7.87645545306355,7.832149595825371,7.25542952465433,7.1290949012069,6.40779900705853,6.32702133631574,6.614880754991,6.60597551363961,6.93714185043518,7.00078310106339,7.7615871902796,7.75472434695716
b1413,5.8565155408865595,5.776441243330559,5.936171078677981,5.92070193770211,6.07277456150576,6.03028797076208,6.06509785645296,6.105356399720759,5.63162644667427,5.70513838128168,5.69104083706728,5.626389568414531,6.68222284880023,6.82535414783371,6.41275877399011,6.40282844496369
b1414,5.93509649076766,5.9554748586591195,5.455387481253741,5.57290958184123,5.2483448463752405,5.2775820709213095,7.1667059401430295,7.254918466295139,5.84664112891482,5.85937072293717,5.53070680365054,5.88965822106917,7.03979535682868,6.89815444400697,6.98290583145525,6.9172139417992495
b1415,6.44858612594066,6.44799329288806,5.6282723769242,5.5088781653758705,5.599691114952839,5.6270151229668794,9.6328404005322,9.65611296154117,7.04368330902043,7.19295856458092,7.30149319178966,7.32233709552125,8.68762206311138,8.972550624871051,7.57733659275944,7.61276866582811
b1418,8.0211551126568,8.11530178009151,8.05660876880651,8.12973311744254,7.64915308699191,7.964993581544,8.44796742639754,8.43283733478466,7.73207982037207,8.01377759407522,7.83252862671859,7.99453989429521,8.07121190401188,8.14395557464508,8.21183193084217,8.14953816361176
b1423,3.9811317241772004,3.7818256766859597,3.4016440451352103,3.85567200936368,5.370900562318781,5.388794423374191,3.2318591460472,3.22024254748612,3.0720716291381205,3.1452120080365003,3.67613850998292,3.59439577986187,4.20413339218185,3.96382496079888,4.1130716482631895,4.01851803921658
b1427,4.94288685236321,4.835061285595599,4.58921616262929,4.4116557272364405,5.66510164770698,5.73055637219542,5.166101639162219,5.27230489942067,4.461896276189179,5.23949501705649,4.69177777458067,4.902201581443929,5.86310333240612,5.52864641364146,5.51733743496361,5.38647984003387
b1428,4.833439983732481,4.82615839988906,3.00609636555727,3.61210378596236,3.2194773171982,3.6095401467240205,3.54711177895083,3.579398318951,2.75683355698038,2.9364542175014,4.346909899251241,4.49063383416531,5.4896471139627305,5.39163017333711,5.33114461876145,5.3571853906495805
b1429,4.53600056773268,4.37861272962833,4.30695843848714,4.130524371682741,4.83269370760871,4.74690701951592,4.51867376336278,4.49163731315192,4.0799203309698795,4.01549114335302,4.2076614552226,3.9410492844054104,4.6562925446113494,4.879513746879719,5.00534786942978,4.975133370851191
b1430,6.1438964290849105,6.369730234974621,5.63929963176847,5.481529685558799,6.80276576314203,6.920887651419519,6.73132542032882,6.8414200714022995,5.53793575867571,5.784267206743491,5.65780348386063,5.68814885707958,6.69282796286826,6.484921375159019,6.68153035381897,6.7899327558803
b1431,7.834564761567889,7.89148028758003,6.91910602338138,6.93843021361645,6.96884743104933,7.171570459060121,6.7434789889471,6.725729296275929,6.61958779926766,6.2727886528153896,7.655053362289691,7.72962758761808,7.84021293762056,7.693006260723809,7.578802378601661,7.54146932028245
b1433,2.86920560391881,2.9744433491962496,3.15528672515926,3.0582367297519903,3.78965426672251,3.2973457516450297,3.43559852667467,3.3934060569034505,2.7296157957078795,3.1455755956500204,3.60410457190202,3.55213061912451,3.78123803008997,3.8512021907392997,3.6293722124401,3.46972921340827
b1434,4.7798581344455195,4.77022037074298,4.73872422551216,4.9997671550992395,4.606901982282991,4.80330943345965,4.84218868230968,4.916698310912571,4.678525694016161,4.86080552042188,4.93026697337633,4.77177271813834,4.85255074586016,4.3639038397619805,4.894688258217769,4.86455197875208
b1435,6.2253004825908205,6.26917210847381,6.76704512865142,6.577052465733041,6.04192382653401,6.156572496964821,6.5371953935228495,6.482922398668991,6.399673111605869,6.49798461057653,6.580734335928401,6.54394134426439,6.9311123707327695,6.93133082977213,6.6440587030704705,6.599338244656019
b1439,5.224426096139309,5.330470379579429,5.5209932155246,5.5469765929236,5.979473154177799,6.266637331631481,5.40329783511537,5.31864085971036,5.334047978188679,5.62020986944724,5.11639431702866,5.10651431205984,5.56014467233294,5.93604220444481,5.73159079426363,5.71612121698627
b1440,4.38918658841324,4.14713277065292,3.43999331492765,3.5976984079400998,3.2458162279466003,3.33157594930943,2.71361532516087,2.60133529074629,2.7402673510007696,2.26244414999836,4.02971887583004,3.9367935544392,4.6585967298659,5.10493087445541,4.27157427614189,4.37804203690275
b1441,2.05282180943977,2.31548409236089,2.3717744118164,2.13074653908133,1.97787284318797,1.31332411702126,1.28684551059042,0.8947148608210028,1.8655978919213798,1.40650642822528,2.4002022005171697,2.35236429885309,3.55823464483446,3.56753354749817,3.12638864024314,3.0094834121569995
b1442,2.51148697991485,2.4010148925487003,1.7358297254524402,2.04196632804122,1.99900804030503,1.7646741568849298,1.8786353764303703,1.91638143357092,0.38400553554204203,1.6473409998196,1.7237357565597502,1.9807528606008202,3.7652493426472002,3.60605594019908,3.1429481118577796,3.02812131019151
b1446,7.802866043898491,7.53727003990502,8.218647129877871,8.007163152131179,8.39875777418762,8.55533517008975,8.88381600186917,8.79468441310094,8.12973575633752,7.97790179593467,7.49124350008368,7.496419288977621,7.52807522269491,6.4366621972441305,8.93426644594193,8.74845432043845
b1447,6.992731955738809,6.91075128867212,6.5712837821489405,6.52525619350985,7.40986641702428,7.406534888511191,6.58909140081121,6.55854851087862,6.145606616429019,6.59960501525616,6.58449292142683,6.42095375683674,4.49106778394352,4.25234641245272,5.18255285456872,4.72225795180905
b1452,12.2759108840591,12.2748558750353,11.6649091672447,11.6213064072105,11.513197197407802,11.526308571624401,8.83076230109554,8.9525423472944,11.1123026631443,11.1463475782566,8.977900263232618,9.02301913491166,9.61444088335858,9.63254237892911,8.809152004291699,8.75229707803231
b1454,3.5444260942173997,3.43159849781385,5.16047962365139,5.43232141790154,1.53669265346865,0.542348620363231,2.00251183144629,2.01956691428721,0.9483644246118329,1.8909645893128797,2.6833242909309103,3.20194886120103,3.87142474687957,4.59803943898729,4.47614667895017,4.706637127095741
b1462,3.4750989260968597,3.9214646024599804,1.7974946008683,1.55207171290405,1.40660035429244,2.58970493172362,2.43950135412148,1.60315161247933,2.85362150654868,3.3960440152518903,3.0410894032351203,3.12898399391196,3.6435238430855,3.57375650182612,3.52493575909343,4.2410631095035
b1466,1.22156974535822,0.9301603318228922,1.36583119226782,1.46382702479985,1.79869251365305,1.33031828563455,1.53959568827568,1.17109616312925,1.07084272078834,1.288744301298,1.167836693378,1.82301521640529,1.69713111412177,2.35728102117467,1.86769463927589,1.61074910734093
b1467,2.15928821845505,2.72882276667076,2.4234884987023904,2.03185580187992,1.73771915587248,2.0423191633428504,2.0924478638654302,2.46242920647129,1.3848520900151002,1.56089023345904,2.6311453315754703,2.4357194968803797,2.86164185410246,2.7840295954868997,2.6724800247030402,2.71291352360049
b1468,2.14219569024899,2.09362069318809,2.37629605751789,2.46324758935751,1.6183823991483302,1.78881735219829,2.7160238596998503,2.83450557186781,1.6317716335886499,1.8098014505003,2.19101677609908,2.49946843960586,2.97276629564027,3.0302463355737297,2.62802652617453,2.8758434110230398
b1469,0.6032358593542779,0.931640282329798,0.6457195301693729,1.04076154981484,0.8403557437872851,0.8146950696158521,0.895350845520924,1.1043277649845,0.696402058013692,0.44526853512490294,0.95388254590653,0.932407094386367,0.5358555957500429,0.7564405287608551,1.9961186527125,1.6812958060167
b1474,1.40924017446056,1.4525033555081002,1.0921587385992901,1.19211309877184,1.34701894717841,1.12814097651955,2.58690735675986,2.55076659101208,1.09152600165375,1.21297742622588,2.35839730355018,2.42983416860413,2.13207361071009,2.47421273101577,2.1643403943526,2.38573603327281
b1475,1.7841954901880699,1.7131501595370302,1.2735835703723402,1.1664476122824,2.34383038172663,2.1385602983503,1.7003363537206,2.6813780506308196,2.19238857723245,2.25797042580348,1.7871099459913702,1.71427025952994,1.4668500704440501,1.0575784736393299,2.36977628221129,2.89989171049515
b1476,2.51731319907882,2.54057082828891,2.6168521922806804,3.11253355208543,3.46901705520047,3.9970359516788,2.9444276911355196,3.3047250352552404,3.5470203628033197,3.52291659328617,2.8352175222286897,3.05863441022621,2.6438505769429703,2.77637903591506,4.37404223149158,4.08110444644532
b1477,6.3996524540891695,6.45626552814856,6.13611934062049,6.140894250817361,7.57651048160861,7.530457653407919,6.68165683200121,6.71984878304536,5.90203544494169,6.21768790880111,6.43682359490456,6.5405966348202,4.36980795650664,4.7970875436941505,6.15420193419288,5.982244860376889
b1478,6.29154092253863,6.333883906028451,4.93675025068076,4.977518787080309,4.25409487904945,4.36974357344023,4.19617821273656,4.14252071364337,3.63929956275236,3.9140543895399906,5.236188439600469,5.05858761203493,7.403893157115071,7.41341967760924,6.787743189437919,6.69584402125508
b1479,8.21952593626407,8.20688529948735,8.15107370437252,8.07635224898875,8.16845000922139,8.18622731169093,8.26486976396321,8.279616673643629,8.39902807708,8.49408942137599,8.673463435508339,8.70701448849068,8.70778329877757,8.79252652569679,8.12963996823225,8.10639402323823
b1480,9.35179073707459,9.32683350026019,7.8202275240763095,7.97205550792779,8.75036989301674,9.06531677539207,9.36393798255921,9.05062979094138,8.515654306026,8.427535474205001,8.511413329414799,8.57509681895559,7.40663565535619,7.081264186257581,6.7452985736932805,6.85514579664322
b1482,8.23001317242607,7.94643194589133,7.32194241239661,7.16773281815749,6.84106821396003,6.9178659476929605,8.080946272502679,7.90281169050627,7.842552682360441,7.77335353467497,7.215634363460291,7.12966326148571,9.19602697786915,9.09104892850287,9.15842801018068,9.146905217715009
b1490,5.81639827427652,6.000494652665269,4.45051451788116,4.542252372154991,6.52296943988929,6.71195327755167,4.48283913969066,4.46871178266046,4.95328629629302,5.0157274454536305,5.24265877597411,5.39117331937903,5.68919269785576,5.479465724990949,4.6921842382273296,4.93340106847384
b1491,5.31977102183074,5.340987635209889,6.13714508161903,6.09209104655909,6.2156466014693095,6.2383615063257,6.1997146505618295,6.341391571763119,6.37206533644617,6.3106370555122195,5.6198879989040496,5.5443265881297,6.2837485422504695,6.436096625896799,6.40730344028283,6.40799347602139
b1492,3.62452081962391,3.56460951595096,2.70339435005637,2.6086517652769396,3.76136440324105,3.87064605997814,4.727537519515749,4.65546596627026,4.68648951280007,4.757458693470549,2.77845350660942,2.71946914238334,8.07836365845473,8.204222277602732,6.23538921706774,6.23623738415756
b1493,3.91104311238617,3.8394688134545,2.6970852506345295,3.1043138839916495,4.46777238162516,4.35504155314065,6.021305611899309,6.073289601326199,3.62597068042946,3.5104109436644797,2.69974989369379,2.8144543189768396,8.727111348270691,8.91428838798058,7.113546745543919,7.15046117756193
b1494,7.60273543401505,7.6197989668172195,6.670777630712499,6.813963823705549,6.86778259861253,6.8484619941702904,3.8467503333289303,3.74551815500589,7.681660262656861,7.64280608511963,5.71120000085542,5.634565156463389,4.63912387274413,4.729064046732571,4.09536535683102,4.031766320865221
b1495,7.179335978330389,7.16233318178262,6.668402354618349,6.662640516383281,7.18875651950776,7.31821506300822,3.0481816568418596,3.0392827282048303,7.263929840258559,7.298943529312139,5.2557620490759005,5.1415147408021,4.28061698325734,4.510614682640769,3.84984726965615,3.57792211884359
b1496,5.916131121498459,6.033800252699901,5.33100213042323,5.6416781798066795,6.29115494824879,6.606813152588559,1.74925758683289,1.7704428240861698,6.7362759813573305,6.706073953869881,3.9092717054416095,3.87000631390366,3.07249394058554,3.16212359444724,3.42157633631097,3.00573361226377
b1497,2.2705301090059797,2.3909432207915,2.4865828811221498,2.44328802303275,0.9531201321393371,2.23973177199467,0.7551034875991979,1.17248067569418,3.77974088249976,3.66786144236476,2.59885108315297,2.9141952143418597,1.38866056367826,1.16353599331073,0.84532997541445,0.7705200231860391
b1498,4.79424141287163,4.94869727862992,5.535403129418861,5.56441550568804,4.79135224000316,4.97104945000115,2.70505317226525,2.5224296791707097,6.40024152492114,6.33954280940984,6.08939025197626,6.1804499758420395,3.7875298089856804,3.69470677292697,2.60213120342571,2.8709870046819503
